date,distances,pph,reports,type
200509300000,20.539293215548113,1.0,1,Tornado
200510040000,26.46651720872291,1.0000000000000002,0,Tornado
200510050000,19.4922798078485,1.0,1,Tornado
200510060000,24.5567657451853,1.0,1,Hail
200510060000,16.593326407611,1.0,1,Thunderstorm Wind
200510070000,9.917104492453536,1.0,1,Thunderstorm Wind
200510090000,27.69338140281254,1.0,0,Hail
200510120000,22.51777512929692,1.0,1,Hail
200510150000,25.321157130608988,1.0,0,Tornado
200510160000,9.637639989762386,1.0000000000000002,1,Thunderstorm Wind
200510180000,16.407262520354525,1.0,1,Thunderstorm Wind
200510210000,28.559374305941997,1.0,0,Tornado
200510290000,4.7564783508998465,1.0,1,Hail
200511060000,15.676029293592793,1.0,1,Tornado
200511080000,17.28783287767147,1.0,1,Hail
200511110000,23.1422175832299,1.0,1,Thunderstorm Wind
200511170000,19.529429865068437,1.0,1,Thunderstorm Wind
200511260000,12.756266103527903,1.0,1,Hail
200511280000,25.423275904092584,1.0,0,Hail
200512050000,11.890090961456343,1.0,1,Thunderstorm Wind
200512140000,20.218406534729866,1.0,1,Hail
200512140000,26.108049537782712,1.0,0,Thunderstorm Wind
200512150000,19.849694032250664,1.0,1,Thunderstorm Wind
200512240000,10.532100645419996,1.0,1,Tornado
200512250000,17.04259257795554,1.0,1,Tornado
200601100000,28.14001028002889,1.0,0,Thunderstorm Wind
200601110000,15.028642547432776,1.0,1,Hail
200601130000,11.258978756925393,1.0,1,Hail
200601140000,7.68555107156682,1.0000000000000002,1,Tornado
200601170000,9.902902946713207,1.0,1,Tornado
200601210000,25.20444498191586,1.0,0,Hail
200601240000,33.37176637491982,1.0,0,Hail
200602020000,23.517093353243528,1.0,1,Thunderstorm Wind
200602100000,24.99330712086325,1.0,1,Tornado
200602180000,13.45239353808895,1.0,1,Hail
200602180000,13.443714195764546,1.0,1,Thunderstorm Wind
200603170000,23.233334953159673,1.0,1,Hail
200603210000,13.778914523257479,1.0,1,Thunderstorm Wind
200603240000,1225.6075186686949,1.2086809693474718,0,Hail
200603270000,1222.1971334289105,1.2086809693474716,0,Thunderstorm Wind
200603290000,11.5748453352504,1.0000000000000002,1,Tornado
200604040000,19.878607218695645,1.0,1,Tornado
200604040000,9.483210673158014,1.0,1,Thunderstorm Wind
200604090000,10.97066274830631,1.0,1,Hail
200604090000,5.348426434182464,1.0,1,Thunderstorm Wind
200604100000,25.24454819079075,1.0,0,Thunderstorm Wind
200604180000,22.948184921864982,1.0,1,Tornado
200604210000,15.640861363002447,1.0,1,Tornado
200604290000,15.25976716521837,1.0,1,Hail
200605010000,7.6164630917102265,1.0,1,Tornado
200605060000,21.852952226235857,1.0,1,Thunderstorm Wind
200605080000,19.3579965061145,1.0,1,Tornado
200605110000,21.001324593622716,1.0,1,Hail
200605180000,24.434856648973042,1.0,1,Tornado
200605190000,14.599913899514295,1.0,1,Tornado
200605210000,31.603285419730476,1.0,0,Tornado
200605220000,12.42597406717361,1.0,1,Tornado
200606030000,33.80777387401878,1.0,0,Tornado
200606040000,16.60235971936483,1.0,1,Tornado
200606080000,30.04059761050323,1.0000000000000002,0,Tornado
200606090000,13.465290349231141,1.0,1,Tornado
200606300000,11.331548857206393,1.0,1,Tornado
200607010000,15.497131099734828,1.0,1,Tornado
200607050000,16.18260333962965,1.0,1,Tornado
200607060000,27.673031640503662,1.0,0,Tornado
200607080000,24.31084704371318,1.0,1,Tornado
200607080000,7.858291717497446,1.0,1,Hail
200607140000,16.438367175723346,1.0,1,Hail
200607160000,20.319344721658553,1.0,1,Tornado
200607180000,15.692756477710295,1.0,1,Tornado
200607200000,17.85585238798362,1.0,1,Tornado
200607220000,23.95729053383289,1.0,1,Tornado
200607230000,17.57047625232366,1.0,1,Hail
200607250000,10.172093816128914,1.0,1,Tornado
200607280000,19.907427550310086,1.0,1,Tornado
200608030000,26.72277503873008,1.0,0,Tornado
200608120000,23.612963026676955,1.0000000000000002,1,Tornado
200608160000,5.0469113541956965,1.0000000000000002,1,Tornado
200608190000,28.356865169349838,1.0,0,Tornado
200608230000,17.5241723693747,1.0,1,Tornado
200608290000,11.118648566649691,1.0,1,Tornado
200609070000,22.525561236996737,1.0,1,Tornado
200609120000,15.728355473980562,1.0,1,Hail
200609130000,13.299093619687522,1.0,1,Tornado
200609130000,15.217845713518512,1.0,1,Thunderstorm Wind
200609140000,24.50416630171979,1.0,1,Thunderstorm Wind
200609170000,6.828154016836561,1.0,1,Hail
200609190000,17.193217411197175,1.0,1,Thunderstorm Wind
200609200000,20.208298027579165,1.0,1,Thunderstorm Wind
200609260000,24.983807510713422,1.0,1,Thunderstorm Wind
200609290000,18.03034588662634,1.0,1,Tornado
200609300000,11.059266771562159,1.0,1,Tornado
200610010000,21.948163260935402,1.0,1,Thunderstorm Wind
200610030000,20.082305054909614,1.0,1,Tornado
200610050000,13.551378043813044,1.0,1,Hail
200610060000,24.75512533081565,1.0,1,Hail
200610070000,11.517534160032781,1.0,1,Tornado
200610070000,27.232594698178495,1.0,0,Thunderstorm Wind
200610080000,26.44599888643569,1.0,0,Tornado
200610090000,17.42013926713511,1.0,1,Tornado
200610120000,13.918732748038176,1.0,1,Hail
200610140000,14.991317723297398,1.0,1,Tornado
200610140000,16.44430663011929,1.0,1,Thunderstorm Wind
200610150000,27.560910615861697,1.0,0,Hail
200610200000,22.997717389467866,1.0,1,Thunderstorm Wind
200610210000,12.737548971293137,1.0,1,Tornado
200610260000,18.65588886511244,1.0,1,Hail
200611050000,21.995890291668108,1.0,1,Thunderstorm Wind
200611100000,23.330288555626023,1.0,1,Tornado
200611160000,30.22320279921473,1.0,0,Tornado
200611270000,23.516130601652577,1.0,1,Thunderstorm Wind
200611290000,20.66272696986759,1.0,1,Hail
200612160000,20.11867067585334,1.0,1,Tornado
200612200000,20.56333049315711,1.0,1,Thunderstorm Wind
200612210000,9.01574949541968,1.0,1,Tornado
200612210000,32.486131445855065,1.0,0,Hail
200612210000,23.86324349114088,1.0,1,Thunderstorm Wind
200612230000,16.022378222095963,1.0,1,Hail
200612240000,8.928872282772467,1.0,1,Tornado
200612260000,14.33336025948333,1.0,1,Hail
200612270000,22.13815684642058,1.0,1,Thunderstorm Wind
200612310000,13.213941360550038,1.0,1,Tornado
200701050000,18.487127145988488,1.0,1,Hail
200701070000,17.172602863689313,1.0,1,Hail
200701120000,18.602734224309234,1.0,1,Tornado
200701130000,24.73977318597032,1.0,1,Tornado
200701130000,25.05076194411118,1.0,0,Thunderstorm Wind
200702010000,14.399506845557163,1.0,1,Hail
200702020000,18.614607577533576,1.0,1,Tornado
200702200000,28.12126785612269,1.0,0,Thunderstorm Wind
200702210000,15.286357305680262,1.0,1,Thunderstorm Wind
200702220000,16.693959052926658,1.0,1,Thunderstorm Wind
200702250000,21.717337297437787,1.0,1,Tornado
200702250000,4.011171121982307,1.0,1,Hail
200702260000,26.748392016496386,1.0,0,Hail
200702260000,26.748392016496386,1.0,0,Thunderstorm Wind
200703020000,4.330685830877527,1.0,1,Tornado
200703100000,26.876605733425382,1.0,0,Tornado
200703120000,28.956868805231085,1.0,0,Thunderstorm Wind
200703130000,2.420308475241204,1.0,1,Tornado
200703160000,24.935657382279203,1.0,1,Tornado
200703170000,21.688182408324867,1.0,1,Thunderstorm Wind
200703200000,24.376402771227454,1.0,1,Thunderstorm Wind
200703210000,9.232931928577392,1.0,1,Tornado
200703260000,24.187393989329713,1.0,1,Hail
200704040000,29.547236083468526,1.0,0,Thunderstorm Wind
200704100000,20.48800669157009,1.0,1,Tornado
200704180000,26.75474938824281,1.0000000000000002,0,Hail
200704180000,26.375597495936713,1.0000000000000002,0,Thunderstorm Wind
200704190000,23.622365715617104,1.0,1,Thunderstorm Wind
200704220000,21.16046145006923,1.0,1,Tornado
200705200000,18.48357004895647,1.0000000000000002,1,Tornado
200705270000,10.547747445701058,1.0000000000000002,1,Tornado
200707020000,21.815038098175076,1.0,1,Tornado
200707050000,5.469659239535789,1.0,1,Tornado
200707100000,18.073668580257454,1.0,1,Tornado
200707130000,24.987796388283616,1.0,1,Tornado
200707190000,20.00046653122573,1.0,1,Tornado
200707200000,29.2388949410646,1.0,0,Tornado
200707220000,25.365288417077338,1.0,0,Tornado
200708020000,8.007298023842896,1.0,1,Tornado
200708060000,14.047829070619033,0.998793460981787,1,Tornado
200708110000,17.171597027449014,1.0,1,Tornado
200708120000,4.770552659109022,1.0,1,Hail
200708170000,12.35800844971261,1.0,1,Tornado
200708220000,17.806339812508615,1.0,1,Tornado
200708270000,20.925616957025156,1.0,1,Tornado
200709020000,22.105994925157773,1.0,1,Tornado
200709040000,23.336510379333752,1.0,1,Hail
200709090000,25.4161908726344,1.0,0,Hail
200709110000,28.800569696244253,1.0,0,Tornado
200709120000,9.035700585868192,1.0,1,Tornado
200709150000,20.334366991368007,1.0,1,Hail
200709160000,13.267229690348724,1.0,1,Hail
200709170000,1.5582640676956256,1.0,1,Hail
200709210000,11.938289365366392,1.0,1,Tornado
200709220000,25.630983806500833,1.0,0,Thunderstorm Wind
200710040000,26.350200821196108,1.0,0,Hail
200710080000,24.423584131699023,1.0,1,Tornado
200710120000,18.883280538666124,1.0,1,Thunderstorm Wind
200710160000,3.2022873010939357,1.0,1,Tornado
200710230000,24.79345445283094,1.0,1,Tornado
200711050000,18.46509841719272,1.0,1,Tornado
200711120000,22.20178688956701,1.0,1,Hail
200711170000,17.490122739439986,1.0,1,Thunderstorm Wind
200711190000,21.844195057434536,1.0,1,Tornado
200711240000,9.925003459142987,1.0,1,Thunderstorm Wind
200712020000,21.542653299309116,1.0,1,Tornado
